Jump,Date,Exit,Open,Delay,Total,Vmax,Vavg,Fallrate,Profile,Place,Aircraft,Type
1,2018-06-30,"13,500",0,60.0,0:01:00,0.0,0.0,Manual,,Spaceland Dallas,Otter,Tandem
2,2018-07-01,"13,500",0,60.0,0:02:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,Tandem
3,2018-07-22,"13,500",0,60.0,0:03:00,0.0,0.0,Manual,,Spaceland Dallas,Otter,STP
4,2018-07-22,"13,500",0,60.0,0:04:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,STP
5,2018-07-27,"13,500",0,60.0,0:05:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,STP
6,2018-07-27,"13,500",0,60.0,0:16:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,STP
7,2018-07-27,"13,500",0,60.0,0:17:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,STP
8,2018-07-27,"13,500",0,60.0,0:18:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,STP
9,2018-07-28,"13,500",0,60.0,0:19:00,0.0,0.0,Manual,,Spaceland Dallas,Otter,STP
10,2018-07-28,"13,500",0,60.0,0:10:00,0.0,0.0,Manual,,Spaceland Dallas,Otter,STP
11,2018-07-28,"13,500",0,60.0,0:11:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,STP
12,2018-08-16,"13,500",0,60.0,0:12:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,STP
13,2018-08-16,"13,500",0,60.0,0:13:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,STP
14,2018-08-16,"13,500",0,60.0,0:14:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,STP
15,2018-08-16,"13,500",0,60.0,0:25:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,STP
16,2018-08-25,"13,500",0,60.0,0:26:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,STP
17,2018-08-25,"13,500",0,60.0,0:27:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,STP
18,2018-08-25,"13,500",0,60.0,0:28:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,STP
19,2018-08-31,"6,500",0,15.0,0:28:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
20,2018-08-31,"13,500",0,60.0,0:29:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,STP
21,2018-08-31,"13,500",0,60.0,0:20:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,STP
22,2018-08-31,"13,500",0,60.0,0:21:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,STP
23,2018-08-31,"13,500",0,60.0,0:22:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,STP
24,2018-09-01,"13,500",0,60.0,0:23:25,0.0,0.0,Manual,,Spaceland Dallas,Otter,STP
25,2018-09-01,"13,500",0,60.0,0:24:25,0.0,0.0,Manual,,Spaceland Dallas,Otter,STP
26,2018-09-01,"13,500",0,60.0,0:35:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,STP
27,2018-09-14,"13,500",0,60.0,0:36:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,STP
28,2018-09-14,"13,500",0,60.0,0:37:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,BELLY
29,2018-09-14,"6,500",0,15.0,0:38:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
30,2018-09-14,"6,500",0,15.0,0:38:45,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
31,2018-10-27,"6,500",0,15.0,0:38:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
32,2018-10-27,"6,500",0,15.0,0:38:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
33,2018-10-27,"13,500",0,60.0,0:39:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,BELLY
34,2018-10-27,"13,500",0,60.0,1:30:25,0.0,0.0,Manual,,Spaceland Dallas,Otter,BELLY
35,2018-11-17,"13,500",0,60.0,1:31:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,BELLY
36,2018-11-17,"13,500",0,60.0,1:32:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,BELLY
37,2018-11-17,"13,500",0,60.0,1:33:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,BELLY
38,2018-11-20,"6,500",0,15.0,1:34:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
39,2018-11-20,"13,500",0,60.0,1:34:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,BELLY
40,2018-11-20,"6,500",0,15.0,1:35:45,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
41,2018-11-21,"6,500",0,15.0,1:45:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
42,2018-11-24,"6,500",0,15.0,1:45:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
43,2018-11-24,"13,500",0,60.0,1:46:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,BELLY
44,2018-12-02,"6,500",0,15.0,1:46:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
45,2018-12-02,"6,500",0,15.0,1:47:45,0.0,0.0,Manual,,Spaceland Dallas,Otter,HNP
46,2018-12-02,"6,500",0,15.0,1:47:00,0.0,0.0,Manual,,Spaceland Dallas,Otter,HNP
47,2018-12-02,"6,500",0,15.0,1:47:25,0.0,0.0,Manual,,Spaceland Dallas,Otter,HNP
48,2018-12-16,"6,500",0,15.0,1:48:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
49,2018-12-16,"6,500",0,15.0,1:48:45,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
50,2019-02-24,"13,500",0,60.0,1:49:45,0.0,0.0,Manual,,Spaceland Dallas,Supervan,BELLY
51,2019-02-24,"13,500",0,60.0,1:410:45,0.0,0.0,Manual,,Spaceland Dallas,Supervan,BELLY
52,2019-02-24,"6,500",0,15.0,1:40:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
53,2019-02-24,"13,500",0,60.0,1:41:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,BELLY
54,2019-03-15,"13,500",0,60.0,1:42:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,BELLY
55,2019-03-16,"6,500",0,15.0,1:42:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
56,2019-03-16,"13,500",0,60.0,1:43:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,BELLY
57,2019-03-16,"6,500",0,15.0,1:44:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
58,2019-03-16,"13,500",0,60.0,1:44:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,BELLY
59,2019-03-16,"6,500",0,15.0,1:45:45,0.0,0.0,Manual,,Spaceland Dallas,Otter,HNP
60,2019-04-09,"6,500",0,15.0,1:45:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
61,2019-04-09,"6,500",0,15.0,1:55:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
62,2019-04-09,"13,500",0,60.0,1:56:25,0.0,0.0,Manual,,Spaceland Dallas,Supervan,BELLY
63,2019-04-12,"6,500",0,15.0,1:56:30,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
64,2019-04-12,"6,500",0,15.0,1:57:45,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
65,2019-07-03,"13,500",0,60.0,1:58:45,0.0,0.0,Manual,,Deland,PAC750xl,BELLY
66,2019-07-03,"13,500",0,60.0,1:59:45,0.0,0.0,Manual,,Deland,PAC750xl,BELLY
67,2019-07-03,"13,500",0,60.0,1:510:45,0.0,0.0,Manual,,Deland,PAC750xl,BELLY
68,2019-07-13,"13,500",0,60.0,1:51:45,0.0,0.0,Manual,,Spaceland Dallas,Supervan,BELLY
69,2019-07-28,"6,500",0,15.0,1:51:00,0.0,0.0,Manual,,Spaceland Dallas,Otter,HNP
70,2019-07-28,"6,500",0,15.0,1:51:25,0.0,0.0,Manual,,Spaceland Dallas,Otter,HNP
71,2019-07-28,"6,500",0,15.0,1:52:30,0.0,0.0,Manual,,Spaceland Dallas,Otter,HNP
72,2019-07-28,"6,500",0,15.0,1:52:45,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
73,2019-07-28,"6,500",0,15.0,1:52:00,0.0,0.0,Manual,,Spaceland Dallas,Supervan,HNP
